Province,Name,Lat,Lon,Dro,Prec,Flood
Hebei Province,Dingzhou,38.5,115,,,
Hebei Province,Qingyuan,38.775,115.5,,,
Hebei Province,Laishui,38.4,115.7,,,
Hebei Province,Zhuozhou,39.5,116,,,
Hebei Province,Dingxing,39.23,115.8,,,
Hebei Province,Rongcheng,39.045,115.87,,,
Hebei Province,Anxin,38.93,115.93,,,
Hebei Province,Anzhou (also Anzhouzhen),38.86,115.81,,,
Hebei Province,Li (Lixian),38.49,115.57,,,
Hebei Province,Fuping,38.85,114.2,,,
Hebei Province,Tang (Tangxian),38.74,114.99,,,
Hebei Province,Laiyuan,39.36,114.7,,,
Hebei Province,Xincheng,38.53,115.1,,,
Hebei Province,Xiong (Xiongxian),38.99,116.11,,,
Hebei Province,Anguo,38.41,115.32,,,
Hebei Province,Wangdu,38.69,115.15,,,
Hebei Province,Gaoyang,38.71,115.78,,,1
Hebei Province,Cangzhou,38.3,116.84,,,
Hebei Province,Dongguang,37.88,116.54,,,
Hebei Province,Botou,38.14,116.57,,,
Hebei Province,Lingchuan,35.77,113.29,,,
Hebei Province,Qingxian,38.57,116.83,,,
Hebei Province,Nanpi,38.01,116.72,,,
Hebei Province,Shunping (formerly Wan Cty),38.84,115.12,,,
Hebei Province,Renqiu,38.68,116.07,,,
Hebei Province,Jingxian (Jing),37.69,116.27,,,
Hebei Province,Zaoqiang,37.51,115.75,,,
Hebei Province,Shenzhou (Shen),38.01,115.56,,,
Hebei Province,Jizhou,37.57,115.11,,,
Hebei Province,Ninghua,26.26,116.64,,,
Hebei Province,Yuci,37.69,112.72,,,
Hebei Province,Yushe,37.07,112.97,,,
Hebei Province,Changzhi,36.05,113.06,,,
Hebei Province,Lingshi,36.84,111.79,,,
Hebei Province,Zhanghe R,36.33,114.77,,,
Hebei Province,Suizhong,40.32,120.35,,,
Hebei Province,Yuxian (aka Yu Cty),38.08,113.41,,,
Hebei Province,Changzi,36.12,112.89,,,
Hebei Province,Yuanqu,35.32,111.71,,,
Hebei Province,Yongji,34.86,110.46,,,
Hebei Province,Wanrong,35.41,110.83,,,
Hebei Province,Linyi,35.14,110.76,,,
Hebei Province,Wugong,34.26,108.2,,,
Hebei Province,Xiangning,35.99,110.87,,,
Hebei Province,Yuncheng,35.042,111.01,,,
Hebei Province,Xinjiang,35.61,111.22,,,
Hebei Province,Jiangxian (aka Jiang Cty),35.49,111.57,,,
Hebei Province,Hejin,35.59,110.71,,,
Hebei Province,Jishan,35.6,110.98,,,
Hebei Province,Xia (aka Xiaxian),35.14,111.21,,,
Hebei Province,Hengshan,37.96,109.3,,,
Hebei Province,Ruicheng,34.69,110.69,,,
Hebei Province,Pinglu,34.82,111.19,,,
Hebei Province,Neiqiu,37.29,114.51,1,1,1
Hebei Province,Nanhe,37.01,114.68,,,1
Gansu Province,Lanzhou,36.06,103.83,,,
Gansu Province,Yuzhong,35.84,104.1,,,
Gansu Province,Huining,35.69,105.06,,,
Gansu Province,Yongchang,38.27,102,,,
Gansu Province,Tongwei,35.21,105.25,,,
Gansu Province,Zhenyuan,35.67,107.21,,,
Gansu Province,Jingyuan,36.57,104.67,,,1
Gansu Province,Lingtai,35.06,107.62,,,
Gansu Province,Zhangxian,34.89,104.48,,,
Gansu Province,Minxian,34.43,104.05,,,
Shandong Province,Licheng,36.68,117.08,,,
Shandong Province,Zaozhuang,34.81,117.33,,,
Shandong Province,Dezhou,37.43,116.36,,,
Shandong Province,Qihe,36.78,116.77,1,,1
Shandong Province,Huguan,36.11,113.22,,,
Shandong Province,Yucheng,36.88,116.71,,,
Shandong Province,Ningjin,37.65,116.81,,,
Shandong Province,Zhouping (also Zouping),36.86,117.77,,,
Shandong Province,Shanghe,37.3,117.15,,,
Shandong Province,Gaomi,36.39,119.75,,,
Shandong Province,Zhucheng,36.63,118.02,,,
Shandong Province,Jiyang,36.97,117.2,,,
Shandong Province,Xiajin,36.94,116.01,,,
Shandong Province,Weifang,36.7,119.16,,,
Shandong Province,Jincheng,35.5,112.89,,,
Shandong Province,Lingxian (aka Ling Cty),37.33,116.58,,,
Shandong Province,Boxing,37.15,118.15,,,
Shandong Province,Qingyun,37.77,117.38,,,
Shandong Province,Huantai,36.96,118.1,,,
Shandong Province,Shouguang,36.85,118.82,,,
Shandong Province,Changyi,36.85,119.41,,,
Shandong Province,Anqiu,36.47,119.22,,,
Shandong Province,Jiao (now known as Jiaozhou),36.29,120.07,,,
Shandong Province,Penglai,37.81,120.75,,,
Shandong Province,Wendeng,37.21,122.08,,,
Shandong Province,Linqu,36.51,118.54,,,
Shandong Province,Changle,36.7,118.83,,,
Shandong Province,Xintai,35.93,117.78,,,
Shandong Province,Rongcheng,37.16,122.47,,,
Shandong Province,Feixian(Fei),35.26,118.01,,,1
Shandong Province,Feicheng,36.18,116.76,,,
Shandong Province,Changqing,36.56,116.78,,,
Shandong Province,Zhangqiu,36.68,117.52,,,
Shandong Province,Ningyang,35.75,116.81,,,
Shandong Province,Rongcheng,37.16,122.5,,,
Shandong Province,Weifang,36.7,119.17,,,
Shandong Province,Rizhao,35.42,119.52,,,
Shandong Province,Yishui,35.79,118.62,,,
Liaoning Province,Liaoyang,41.26,123.23,,,
